Temperature,Humidity,CO2
22.175,27.1,1136.75
22.2,27.1,1131.25
22.2,27.033333333333303,1132.33333333333
22.2,27.0,1127.5
22.2,27.025,1114.5
22.2,27.1,1121.25
22.2,27.1,1124.0
22.175,27.175,1127.25
22.175,27.125,1136.0
22.175,27.125,1127.75
22.2,27.1,1122.5
22.2,27.1,1118.0
22.2,27.1,1110.0
22.2,27.075,1115.0
22.2,27.1,1119.75
22.2,27.0,1114.0
22.175,27.0,1104.75
22.2,27.0666666666667,1099.33333333333
22.2,27.0,1097.75
22.2,26.945,1093.5
22.2,27.0,1088.0
22.2,27.0,1083.66666666667
22.2,27.0,1085.5
22.2,26.963333333333303,1086.5
22.2,26.84,1081.8
22.26,26.856666666666698,1081.0
22.29,26.865,1063.25
22.315,26.865,1063.0
22.39,26.79,1078.0
22.39,26.9725,1086.0
22.426666666666698,27.0,1098.33333333333
22.4725,26.89,1099.0
22.533333333333303,26.823333333333302,1092.33333333333
22.575,26.84,1093.5
22.6,26.79,1100.5
22.6,26.815,1102.0
22.6,26.856666666666698,1105.0
22.675,26.89,1111.25
22.6666666666667,26.963333333333303,1108.33333333333
22.7,27.075,1124.25
22.7225,26.7475,1125.25
22.7,26.89,1106.0
22.7,26.89,1110.33333333333
22.7,26.9175,1117.5
22.7,26.89,1120.0
22.7,26.89,1113.66666666667
22.7,26.89,1104.75
22.675,26.865,1103.25
22.7,26.815,1102.75
22.7,26.7,1090.0
22.7,26.7,1086.25
22.7,26.6666666666667,1083.66666666667
22.675,26.575,1078.5
22.65,26.55,1064.75
22.6666666666667,26.5666666666667,1053.0
22.65,26.55,1051.0
22.625,26.4975,1041.0
22.6,26.39,1039.0
22.625,26.4975,1037.5
22.625,26.525,1043.0
22.6,26.5,1046.33333333333
22.6,26.5,1045.33333333333
22.6,26.5,1035.75
22.6333333333333,26.46,1029.66666666667
22.65,26.495,1034.0
22.675,26.525,1038.5
22.7225,26.4725,1027.0
22.76,26.39,1022.0
22.856666666666698,26.323333333333302,1024.75
22.89,26.245,1020.0
22.89,26.2,1015.5
22.89,26.1,1007.0
22.89,26.175,997.5
22.89,26.1333333333333,1002.0
22.89,26.1,1000.0
22.89,26.0,997.75
22.89,25.945,987.0
22.84,25.9175,983.0
22.823333333333302,25.856666666666698,983.0
22.79,25.865,979.0
22.79,25.823333333333302,977.0
22.79,25.9725,961.5
22.745,26.0,963.25
22.7,26.0,974.0
22.7,26.075,965.25
22.6666666666667,26.0666666666667,962.333333333333
22.6,26.05,957.0
22.6,26.1,949.5
22.5666666666667,26.1,950.333333333333
22.525,26.1,949.5
22.5,26.1,948.75
22.5,26.1,944.0
22.4175,26.05,934.5
22.39,26.1,931.75
22.39,26.1,928.666666666667
22.39,26.1,930.5
22.39,26.1,923.25
22.39,26.1,921.0
22.34,26.1,916.5
22.323333333333302,26.1,912.333333333333
22.29,26.1,902.25
22.29,26.1,903.0
22.29,26.1,898.5
22.29,26.1666666666667,900.333333333333
22.29,26.15,893.75
22.29,26.1,892.5
22.2675,26.1725,883.5
22.29,26.29,879.25
22.29,26.26,887.333333333333
22.29,26.2,890.0
22.29,26.2,891.25
22.29,26.2,891.0
22.29,26.175,881.0
22.315,26.1,866.25
22.29,26.1,864.666666666667
22.34,26.1,870.0
22.315,26.1,862.0
22.29,26.1,857.5
22.29,26.1,851.333333333333
22.29,26.1,846.75
22.29,26.1,844.666666666667
22.29,26.1,843.0
22.29,26.1,840.5
22.29,26.025,831.25
22.29,26.0,829.0
22.29,26.0,825.5
22.29,26.0,813.666666666667
22.29,26.0,819.0
22.29,26.0,819.5
22.29,25.945,810.0
22.29,25.945,809.5
22.29,25.963333333333303,801.0
22.2675,25.89,795.0
22.2675,25.89,785.0
22.2675,25.9175,795.0
22.29,25.926666666666698,795.25
22.245,25.89,797.5
22.29,25.89,797.0
22.2675,25.89,795.5
22.2675,25.865,784.5
22.29,25.89,775.5
22.23,25.823333333333302,777.333333333333
22.2225,25.8925,775.5
22.2,25.96,780.0
22.2225,25.99,781.5
22.2,26.1225,776.75
22.2,26.05,782.0
22.2,26.213,788.6
22.2,26.375999999999998,795.2
22.2,26.6,818.5
22.2,26.6666666666667,828.333333333333
22.2,26.745,837.0
22.2,26.823333333333302,832.666666666667
22.2,26.945,847.5
22.2,27.0,849.0
22.2,26.9175,850.0
22.2,26.9175,842.5
22.2,27.1,839.0
22.245,27.125,847.75
22.2,27.196666666666697,860.0
22.2,27.4175,885.75
22.2,27.5,910.0
22.2675,27.4225,917.25
22.2,26.8975,919.75
22.23,27.73,932.0
22.2,27.745,942.0
22.2675,28.025,959.75
22.2,28.0,966.5
22.2,28.1,970.666666666667
22.245,28.2225,988.75
22.2225,28.2225,996.75
22.2225,28.3675,1012.0
22.29,28.39,1021.0
22.245,28.245,1019.5
22.29,28.39,1020.0
22.29,28.5,1037.0
22.29,28.426666666666698,1047.0
22.315,28.39,1051.0
22.323333333333302,28.39,1052.33333333333
22.29,28.356666666666698,1048.33333333333
22.29,28.34,1050.5
22.34,28.39,1052.25
22.39,28.2,1053.0
22.39,28.2,1051.0
22.39,28.2933333333333,1049.66666666667
22.39,28.39,1054.0
22.39,28.2925,1067.75
22.426666666666698,28.2,1066.33333333333
22.445,28.245,1066.5
22.5,28.365,1081.0
22.463333333333303,28.3266666666667,1081.33333333333
22.5,28.3175,1084.5
22.55,28.3175,1082.5
22.5,28.34,1087.5
22.525,28.39,1094.0
22.5,28.39,1103.33333333333
22.5,28.033333333333303,1099.33333333333
22.525,28.025,1085.0
22.575,28.22,1086.25
22.6,28.2,1103.0
22.6,28.245,1106.75
22.5,28.29,1104.0
22.6,28.315,1102.25
22.55,28.2675,1097.5
22.6,28.29,1100.0
22.6,28.245,1101.0
22.6,28.2,1102.0
22.6,28.39,1102.5
22.6,28.39,1114.0
22.6,28.34,1112.0
22.6,28.1725,1113.5
22.6,28.1475,1105.25
22.6,28.23,1104.33333333333
22.6,28.1333333333333,1107.33333333333
22.575,28.0,1108.25
22.6,28.0,1101.66666666667
22.55,27.82,1097.0
22.525,27.815,1092.25
22.5,27.815,1102.75
22.5,27.745,1097.0
22.525,27.7,1086.33333333333
22.55,27.7,1092.0
22.5,27.6,1085.0
22.5,27.7,1084.0
22.5,27.6,1076.25
22.5,27.33,1060.66666666667
22.55,27.445,1051.5
22.5,27.4725,1062.0
22.5,27.39,1068.33333333333
22.5,27.34,1074.0
22.5,27.29,1072.0
22.5,27.315,1068.0
22.5,27.29,1072.0
22.5,27.2225,1072.75
22.5,27.2225,1074.0
22.5,27.2,1069.0
22.5,27.15,1068.25
22.5,27.2225,1079.75
22.4725,27.1975,1085.0
22.5,27.1666666666667,1066.0
22.5,27.125,1063.5
22.5,27.15,1065.5
22.5,27.125,1071.25
22.5,27.0666666666667,1068.0
22.5,27.1,1064.75
22.5,27.1,1070.75
22.5,27.1,1072.33333333333
22.5,27.025,1079.25
22.5,27.0,1063.5
22.5,27.0,1074.33333333333
22.5,26.9725,1068.75
22.5,26.733333333333302,1064.0
22.5,26.925,1048.5
22.5,26.9725,1054.5
22.5,27.05,1055.5
22.445,26.9,1064.0
22.4175,26.82,1063.25
22.39,26.696666666666697,1078.0
22.39,26.963333333333303,1067.33333333333
22.39,27.0225,1074.75
22.39,26.823333333333302,1077.33333333333
22.39,26.84,1072.75
22.39,26.745,1074.25
22.39,26.79,1074.0
22.356666666666698,26.73,1068.33333333333
22.39,26.5725,1062.75
22.39,26.675,1056.5
22.39,26.695,1054.0
22.39,26.745,1068.0
22.39,26.79,1074.0
22.4175,26.65,1078.75
22.4725,26.745,1077.5
22.445,26.695,1077.5
22.445,26.745,1083.25
22.426666666666698,26.696666666666697,1088.0
22.39,26.79,1086.0
22.426666666666698,26.73,1087.66666666667
22.39,26.5475,1075.0
22.39,26.4175,1067.75
22.39,26.533333333333303,1064.0
22.39,26.456,1063.25
22.39,26.26,1065.5
22.39,26.426666666666698,1068.66666666667
22.39,26.4175,1073.25
22.39,26.34,1061.5
22.39,26.323333333333302,1060.33333333333
22.39,26.463333333333303,1057.33333333333
22.39,26.015,1056.25
22.39,26.045,1046.0
22.39,26.29,1049.66666666667
22.39,26.2675,1052.75
22.39,26.29,1044.5
22.39,26.323333333333302,1053.66666666667
22.356666666666698,26.323333333333302,1059.0
22.39,26.34,1067.25
22.365,26.29,1067.25
22.323333333333302,26.39,1065.33333333333
22.34,26.39,1068.75
22.34,26.39,1074.75
22.323333333333302,26.463333333333303,1076.33333333333
22.365,26.4725,1077.5
22.315,26.3425,1073.0
22.34,26.145,1068.0
22.29,26.1425,1061.75
22.29,25.7,1045.66666666667
22.29,26.22,1041.5
22.29,26.2425,1051.0
22.29,26.125,1059.25
22.315,26.2,1065.0
22.29,26.175,1064.75
22.29,26.1,1054.66666666667
22.29,25.995,1042.5
22.2675,25.8925,1039.0
22.29,25.89,1036.33333333333
22.29,25.89,1036.5
22.29,25.856666666666698,1038.66666666667
22.245,25.7225,1030.5
22.23,25.6666666666667,1023.6666666666699
22.29,25.6,1019.5
22.245,25.55,1010.0
22.2675,25.575,1002.75
22.29,25.5666666666667,1002.3333333333301
22.2675,25.4975,998.75
22.245,25.55,1002.0
22.29,25.5,1002.25
22.29,25.5,1001.5
22.29,25.445,998.5
22.29,25.2,990.75
22.29,25.23,991.0
22.245,25.15,986.0
22.29,25.2675,976.25
22.29,25.2,966.0
22.29,25.2,966.333333333333
22.29,25.15,967.5
22.29,25.03,970.0
22.2225,24.865,954.75
22.26,24.8266666666667,951.666666666667
22.245,24.89,940.75
22.245,24.89,935.5
22.2225,24.84,933.25
22.2,24.7,937.666666666667
22.2,24.7,938.0
22.2,24.7,933.5
22.2,24.7,925.5
22.2,24.65,921.0
22.2,24.5666666666667,920.333333333333
22.2,24.55,912.25
22.2,24.334,913.0
22.2,24.34,903.0
22.2,24.395,905.5
22.2,24.34,907.0
22.2,24.356666666666698,903.0
22.175,24.39,900.5
22.175,24.365,900.25
22.2,24.365,900.5
22.1333333333333,24.29,898.666666666667
22.15,24.2225,892.0
22.1333333333333,24.2,886.0
22.1,24.2675,884.25
22.1,24.245,887.0
22.1,24.29,884.0
22.125,24.2675,878.5
22.1333333333333,24.26,887.0
22.125,24.15,882.25
22.1,24.0725,879.25
22.1,23.996666666666698,866.0
22.1,24.12,866.0
22.0666666666667,23.926666666666698,863.0
22.025,23.945,853.25
22.0,23.926666666666698,858.0
22.0,23.89,852.5
22.0,23.89,850.666666666667
22.025,23.9175,847.0
22.0,23.89,840.666666666667
22.075,23.9725,839.0
22.025,24.0475,845.5
22.0,24.1,844.0
22.0,24.1,846.666666666667
22.0,24.1,852.0
21.945,23.795,851.0
21.89,23.856666666666698,824.666666666667
21.89,23.84,817.0
21.84,23.745,813.666666666667
21.84,23.745,805.0
21.79,23.7,807.0
21.79,23.745,800.0
21.79,23.7,781.0
21.745,23.55,776.5
21.7,23.7,771.0
21.7,23.6666666666667,775.0
21.7,23.6666666666667,771.0
21.7,23.39,763.0
21.7,23.55,755.0
21.6,23.6,754.0
21.7,23.6,755.0
21.6,23.393333333333302,754.666666666667
21.6,23.55,751.5
21.6,23.5,748.5
21.55,23.5,745.5
21.55,23.445,749.0
21.5666666666667,23.5,746.666666666667
21.55,23.5,738.5
21.5,23.35,732.5
21.5,23.26,725.5
21.5,23.245,711.666666666667
21.5,23.23,705.666666666667
21.5,23.05,702.5
21.39,23.05,702.5
21.39,22.945,698.5
21.39,22.79,698.0
21.39,22.695,677.5
21.34,22.55,672.0
21.29,22.6,666.5
21.323333333333302,22.533333333333303,664.333333333333
21.34,22.395,660.5
21.34,22.395,654.0
21.29,21.945,650.0
21.29,21.85,635.5
21.245,21.745,634.0
21.2,21.745,631.5
21.2,21.995,631.0
21.245,22.1,637.5
21.29,22.1,640.0
21.29,21.8633333333333,638.666666666667
21.29,21.5,628.0
21.29,21.34,617.0
21.2,21.1666666666667,612.333333333333
21.2,21.5666666666667,609.0
21.2,21.6,616.0
21.2,21.55,614.0
21.2,21.445,613.5
21.2,21.195,611.5
21.2,21.2,600.0
21.2,21.356666666666698,599.0
21.2,21.0666666666667,592.666666666667
21.2,21.23,593.0
21.2,21.2,586.0
21.2,21.2,585.0
21.29,21.1,592.5
21.29,21.1,593.0
21.29,20.89,583.0
21.29,20.65,579.333333333333
21.29,20.89,578.0
21.29,20.7475,570.5
21.29,20.795,571.0
21.29,20.65,571.0
21.245,20.79,563.5
21.2,20.495,560.5
21.2,20.393333333333302,556.0
21.2,20.3225,550.25
21.2,20.1225,544.5
21.2,20.2266666666667,547.666666666667
21.2,20.0,545.0
21.1,20.2,536.0
21.1,20.1,538.0
21.1,20.195,539.5
21.1,20.245,542.5
21.15,20.245,539.0
21.1,20.033333333333303,532.333333333333
21.15,20.0,534.0
21.15,20.0,538.5
21.2,19.963333333333303,538.0
21.2,19.995,539.5
21.2,19.895,531.0
21.2,20.0,526.5
21.2,19.963333333333303,522.0
21.2,19.895,526.0
21.2,19.945,522.666666666667
21.2,19.84,525.333333333333
21.2,19.79,516.333333333333
21.15,19.65,520.0
21.1,19.795,515.5
21.1,19.79,513.5
21.1,19.79,517.0
21.1,19.79,517.0
21.175,19.79,514.75
21.2,19.63,510.0
21.1,19.29,503.5
21.1,19.39,502.0
21.1,19.65,498.5
21.075,19.65,498.5
21.05,19.6,502.5
21.1,19.7,505.0
21.15,19.55,506.5
21.15,19.445,500.0
21.2,19.6,496.0
21.175,19.4425,499.25
21.1666666666667,19.496666666666698,497.666666666667
21.15,19.55,497.0
21.1,19.5,498.0
21.2,19.39,495.0
21.2,19.34,491.5
21.15,19.395,491.0
21.1666666666667,19.5,493.0
21.1,19.5,489.0
21.2,19.445,485.5
21.2,19.39,488.5
21.2,19.39,486.0
21.2,19.445,488.5
21.2,19.29,490.0
21.2,19.39,491.0
21.2,19.245,487.0
21.2,19.34,485.5
21.2,19.29,484.5
21.2,19.29,491.0
21.2,19.29,485.0
21.2,19.29,484.5
21.2,19.29,482.0
21.2,19.315,491.25
21.2,19.34,486.5
21.2,19.39,481.0
21.2,19.39,480.0
21.2,19.34,483.5
21.2,19.39,481.333333333333
21.2,19.39,484.333333333333
21.2,19.39,479.666666666667
21.2,19.39,479.0
21.2,19.39,477.5
21.2,19.39,483.0
21.15,19.39,482.0
21.2,19.39,483.25
21.2,19.39,477.0
21.2,19.356666666666698,479.0
21.2,19.39,482.5
21.2,19.39,474.0
21.2,19.39,473.0
21.2,19.39,472.0
21.2,19.39,472.5
21.2,19.445,475.0
21.2,19.39,475.0
21.2,19.445,477.5
21.15,19.5,474.0
21.1666666666667,19.5,474.666666666667
21.1,19.5,470.5
21.1,19.5,474.333333333333
21.1,19.5,483.0
21.1,19.6,484.0
21.033333333333303,19.533333333333303,479.333333333333
21.0,19.6,479.5
21.0,19.6,473.0
21.0,19.6,470.0
21.0,19.6,464.0
21.0,19.7,463.5
21.0,19.7,467.5
21.0,19.7,476.0
21.0,19.76,474.0
21.0,19.79,471.0
21.0,19.79,472.0
21.0,19.79,472.0
21.0,19.79,474.25
20.9725,19.79,473.0
21.0,19.79,469.0
20.963333333333303,19.79,472.666666666667
21.0,19.79,473.0
20.89,19.79,471.5
20.963333333333303,19.79,471.333333333333
21.0,19.79,469.0
20.89,19.89,471.0
20.89,19.84,470.0
20.89,19.89,469.5
20.89,19.89,464.0
20.89,19.89,467.0
20.89,19.926666666666698,472.0
20.89,19.945,469.5
20.89,20.0,470.5
20.89,20.0,470.0
20.89,20.0,469.0
20.89,20.0,468.5
20.89,20.0,467.333333333333
20.89,20.0,467.0
20.89,20.0,464.0
20.89,20.0,462.0
20.89,20.0,466.0
20.89,20.0,465.5
20.79,20.0,464.0
20.89,20.0,469.666666666667
20.89,20.1,469.5
20.89,20.1,472.0
20.89,20.1,464.5
20.89,20.1,467.0
20.89,20.1,467.0
20.89,20.1,462.0
20.89,20.15,464.5
20.79,20.05,460.0
20.89,20.2,457.0
20.79,20.1,461.0
20.79,20.1,462.0
20.79,20.15,463.5
20.79,20.2,461.5
20.79,20.2,461.5
20.79,20.2,458.0
20.79,20.2,460.0
20.79,20.245,460.0
20.79,20.29,460.5
20.745,20.29,460.0
20.79,20.29,457.0
20.745,20.34,460.5
20.7,20.39,461.0
20.745,20.39,458.5
20.7,20.39,461.333333333333
20.7,20.39,457.5
20.7,20.39,455.0
20.7,20.445,461.5
20.7,20.445,461.0
20.7,20.5,460.5
20.7,20.5,461.0
20.7,20.55,459.5
20.7,20.6,463.0
20.7,20.6,463.5
20.7,20.6,463.0
20.7,20.6,464.0
20.7,20.6,462.5
20.7,20.6,457.666666666667
20.6333333333333,20.6333333333333,460.0
20.7,20.7,460.0
20.65,20.65,458.5
20.6,20.6,461.0
20.65,20.65,460.0
20.6,20.6,454.0
20.6,20.7,451.333333333333
20.6,20.7,457.0
20.6,20.7,454.5
20.6,20.7,460.0
20.6,20.745,458.5
20.6,20.745,453.5
20.6,20.79,457.0
20.55,20.79,450.5
20.6,20.79,454.5
20.6,20.79,463.0
20.6,20.79,459.0
20.6,20.84,452.5
20.6,20.89,451.0
20.55,20.89,446.0
20.6,20.84,449.5
20.55,20.89,449.5
20.6,20.89,450.0
20.6,20.89,453.5
20.6,20.89,458.5
20.575,20.9175,459.5
20.6,20.89,457.0
20.5,20.945,458.0
20.5,21.0,453.0
20.55,21.0,450.5
20.6,21.0,455.0
20.55,21.0,453.0
20.55,21.0,454.5
20.5,21.0,455.0
20.6,21.0,452.0
20.5666666666667,21.033333333333303,456.0
20.55,21.05,454.0
20.5,21.1,453.0
20.55,21.1,460.5
20.6,21.1,455.0
20.5,21.1,452.0
20.55,21.1,453.0
20.55,21.1,454.0
20.5,21.1,454.5
20.5,21.1,455.0
20.5,21.1,454.0
20.55,21.1,454.0
20.5,21.1,447.0
20.5,21.1,454.0
20.533333333333303,21.2,455.666666666667
20.5,21.2,456.0
20.5,21.2,453.0
20.5,21.2,452.0
20.5,21.2,446.0
20.5,21.2,452.333333333333
20.5,21.245,451.0
20.5,21.2,449.0
20.5,21.2,447.0
20.5,21.245,450.0
20.5,21.29,449.0
20.5,21.26,448.333333333333
20.5,21.2675,443.75
20.5,21.29,442.5
20.5,21.29,444.5
20.5,21.29,446.25
20.5,21.29,448.0
20.5,21.29,451.0
20.5,21.29,452.333333333333
20.5,21.29,447.0
20.445,21.29,446.5
20.5,21.29,442.0
20.5,21.29,452.0
20.39,21.29,450.0
20.445,21.29,443.5
20.39,21.29,443.0
20.426666666666698,21.29,450.0
20.39,21.29,445.666666666667
20.39,21.29,443.666666666667
20.39,21.29,445.333333333333
20.39,21.29,449.0
20.39,21.29,444.5
20.39,21.29,445.5
20.39,21.29,447.0
20.39,21.29,446.5
20.39,21.29,451.0
20.39,21.29,448.0
20.39,21.29,450.0
20.39,21.29,442.666666666667
20.39,21.29,445.0
20.39,21.29,444.5
20.356666666666698,21.29,441.666666666667
20.356666666666698,21.29,442.333333333333
20.39,21.29,441.0
20.29,21.29,440.5
20.39,21.29,447.0
20.34,21.29,439.5
20.29,21.29,444.0
20.29,21.29,445.5
20.29,21.29,446.666666666667
20.323333333333302,21.29,444.333333333333
20.29,21.29,446.5
20.323333333333302,21.29,449.333333333333
20.29,21.29,445.0
20.29,21.29,447.0
20.29,21.29,443.5
20.29,21.29,447.0
20.29,21.29,445.0
20.29,21.29,443.0
20.29,21.29,446.0
20.245,21.245,438.0
20.29,21.29,435.333333333333
20.29,21.29,443.0
20.29,21.29,441.0
20.29,21.29,439.5
20.2225,21.2225,445.0
20.2,21.2,442.5
20.2,21.2,443.5
20.2,21.2,444.0
20.2,21.29,438.0
20.2,21.2,439.0
20.2,21.29,441.5
20.2,21.29,444.0
20.2,21.29,446.5
20.2,21.29,446.0
20.2,21.29,447.0
20.2,21.29,447.0
20.2,21.29,446.333333333333
20.2,21.29,445.75
20.2,21.29,445.0
20.2,21.29,444.5
20.1666666666667,21.23,446.333333333333
20.15,21.245,446.5
20.2,21.29,448.0
20.15,21.245,450.0
20.15,21.29,452.0
20.2,21.2,449.0
20.15,21.2,446.5
20.2,21.2,446.5
20.15,21.2,448.5
20.1,21.2,446.0
20.2,21.2,446.0
20.1,21.2,441.0
20.1,21.2,443.0
20.1,21.2,444.333333333333
20.1,21.0,444.0
20.1,21.1,443.0
20.1,21.1,444.0
20.1,21.1,447.5
20.1,21.1,443.0
20.1,21.0666666666667,442.333333333333
20.1,21.0666666666667,444.666666666667
20.1,21.0,444.5
20.1,21.0,445.333333333333
20.1,21.0,446.5
20.1,21.0,445.0
20.1,21.0,442.0
20.1666666666667,21.0,439.0
20.2,21.0,441.0
20.2,20.963333333333303,445.666666666667
20.2,20.89,446.0
20.2,20.856666666666698,443.666666666667
20.2,20.89,439.0
20.2,20.79,441.0
20.2,20.79,442.0
20.2,20.745,443.5
20.245,20.84,443.0
20.245,20.84,442.0
20.29,20.89,443.0
20.29,20.89,444.0
20.29,20.79,443.0
20.29,20.79,442.0
20.29,20.79,443.0
20.29,20.79,441.0
20.29,20.79,446.333333333333
20.29,20.7,446.0
20.29,20.7,439.0
20.356666666666698,20.7,444.333333333333
20.29,20.65,446.0
20.29,20.7,442.0
20.29,20.7,441.5
20.29,20.7,440.5
20.29,20.7,443.5
20.29,20.7,440.5
20.29,20.7,437.5
20.29,20.7,438.0
20.29,20.7,443.0
20.26,20.7,443.0
20.29,20.7,436.333333333333
20.29,20.76,438.333333333333
20.29,20.7,437.0
20.29,20.7,439.0
20.245,20.7,436.0
20.29,20.7,432.5
20.23,20.6333333333333,435.0
20.245,20.65,442.0
20.2,20.6,444.5
20.29,20.7,447.0
20.2,20.6,446.0
20.23,20.5666666666667,442.333333333333
20.245,20.55,440.0
20.29,20.6,440.0
20.26,20.496666666666698,439.666666666667
20.29,20.5,442.0
20.29,20.55,441.0
20.29,20.6,441.0
20.29,20.5,441.75
20.323333333333302,20.5,442.0
20.39,20.445,443.0
20.39,20.39,443.0
20.39,20.29,440.0
20.39,20.2,441.0
20.39,20.2,439.0
20.39,20.2,436.0
20.39,20.1,433.5
20.39,20.1,435.0
20.39,20.05,434.0
20.34,20.05,438.5
20.39,20.05,440.0
20.39,20.0,439.0
20.39,20.0,440.5
20.39,20.0,433.0
20.39,19.945,436.5
20.5,19.89,438.0
20.426666666666698,19.926666666666698,438.0
20.5,19.89,441.0
20.5,19.89,434.0
20.5,19.89,439.5
20.5,19.89,438.0
20.5,19.89,435.5
20.5,19.89,436.0
20.5,19.89,439.5
20.5,19.89,439.5
20.5,19.89,438.5
20.5,19.89,435.0
20.5,19.745,435.0
20.5,19.79,436.0
20.55,19.84,433.0
20.5,19.79,433.666666666667
20.5,19.745,431.5
20.5,19.65,436.5
20.5,19.7,437.0
20.6,19.6,435.0
20.5,19.745,437.0
20.6,19.6,433.0
20.5,19.65,431.5
20.5,19.65,432.0
20.55,19.65,429.0
20.55,19.6,430.0
20.5,19.6,430.5
20.55,19.6,433.0
20.6,19.6,436.0
20.6,19.53,435.0
20.6,19.445,434.0
20.5,19.55,434.0
20.5,19.6,435.0
20.6,19.6,438.0
20.6,19.5,440.0
20.5666666666667,19.533333333333303,436.666666666667
20.5666666666667,19.5,437.666666666667
20.5666666666667,19.5,437.0
20.6,19.5,433.0
20.6,19.445,435.5
20.6,19.5,435.0
20.6,19.5,437.0
20.6,19.34,436.0
20.5,19.34,438.0
20.6,19.5,440.0
20.55,19.445,438.5
20.55,19.39,436.0
20.6,19.34,433.0
20.5,19.39,432.5
20.5,19.39,434.5
20.55,19.29,433.5
20.6,19.39,433.5
20.6,19.295,434.5
20.6,19.29,434.0
20.6,19.29,435.0
20.5,19.34,431.0
20.5,19.29,431.5
20.463333333333303,19.2266666666667,432.666666666667
20.5,19.39,436.0
20.5,19.39,436.0
20.5,19.245,441.5
20.5,19.2,434.0
20.39,19.29,433.5
20.426666666666698,19.29,429.333333333333
20.5,19.29,434.5
20.5,19.2,433.5
20.5,19.15,435.5
20.445,19.05,435.0
20.39,19.1666666666667,434.0
20.39,19.245,430.5
20.39,19.2,426.0
20.5,19.2,429.0
20.5,19.2,435.5
20.5,19.2,433.5
20.5,19.2,427.5
20.533333333333303,19.1666666666667,429.666666666667
20.525,19.175,433.0
20.5,19.1,432.5
20.5,19.1,431.0
20.533333333333303,19.1,433.333333333333
20.5,19.1,433.0
20.5,19.1,434.0
20.5,19.1,437.0
20.5,19.1,437.0
20.5,19.1,439.0
20.533333333333303,18.963333333333303,432.333333333333
20.525,19.075,432.0
20.5,19.05,429.5
20.5,19.1,436.5
20.533333333333303,19.0,432.666666666667
20.55,19.0,430.0
20.5,18.945,425.0
20.55,19.0,425.5
20.55,19.0,434.0
20.5,19.0,433.0
20.5,19.0,433.0
20.6,18.963333333333303,433.5
20.5,19.0,426.0
20.533333333333303,18.963333333333303,426.333333333333
20.533333333333303,18.926666666666698,430.0
20.6,18.945,436.0
20.6,19.0,437.5
20.5,19.0,433.5
20.55,18.945,432.5
20.55,18.945,430.0
20.5,19.0,433.0
20.6,19.0,439.0
20.5,18.89,429.5
20.55,19.0,431.0
20.6,19.0,433.0
20.55,19.0,434.0
20.55,18.89,434.5
20.5,18.945,435.5
20.5,18.84,434.5
20.5,18.89,433.5
20.5,19.0,433.0
20.5,19.0,433.5
20.5,19.0,434.5
20.5,19.0,438.0
20.5,18.945,437.0
20.445,18.945,435.0
20.5,19.0,434.0
20.5,18.895,434.5
20.5,18.89,431.0
20.5,19.0,433.5
20.426666666666698,18.89,431.666666666667
20.39,18.823333333333302,428.666666666667
20.39,18.79,429.5
20.39,18.926666666666698,434.333333333333
20.39,18.84,430.0
20.39,18.7,430.0
20.39,18.89,424.0
20.39,18.926666666666698,427.333333333333
20.39,18.823333333333302,430.0
20.39,18.79,431.0
20.39,18.79,433.5
20.445,18.79,430.0
20.445,18.79,434.0
20.5,18.79,434.0
20.5,18.79,435.5
20.5,18.79,436.333333333333
20.5,18.745,434.5
20.5,18.745,434.0
20.5,18.7,434.0
20.5,18.79,435.0
20.5,18.79,430.5
20.5,18.7,436.0
20.39,18.6666666666667,431.666666666667
20.39,18.76,428.666666666667
20.39,18.7675,431.0
20.39,18.7225,434.5
20.39,18.7,434.5
20.39,18.7,429.5
20.39,18.745,432.0
20.39,18.7,435.5
20.39,18.6,436.0
20.39,18.745,430.0
20.39,18.76,434.0
20.39,18.745,435.0
20.39,18.7,434.5
20.39,18.7,427.5
20.39,18.7,433.333333333333
20.5,18.745,433.0
20.39,18.7,438.0
20.445,18.7,434.0
20.463333333333303,18.73,432.666666666667
20.5,18.7,435.0
20.445,18.7,433.5
20.39,18.6,432.0
20.39,18.7,434.0
20.39,18.7,439.0
20.39,18.7,434.0
20.445,18.7,430.0
20.445,18.7,435.0
20.5,18.7,437.5
20.5,18.7,434.0
20.445,18.7,436.0
20.445,18.7,432.5
20.463333333333303,18.7,429.5
20.39,18.7,430.0
20.5,18.7,436.0
20.5,18.745,436.5
20.463333333333303,18.6666666666667,439.333333333333
20.39,18.6,435.0
20.39,18.6,432.0
20.39,18.65,431.0
20.39,18.7,425.5
20.39,18.7,429.0
20.39,18.7,431.5
20.39,18.6,435.0
20.39,18.7,428.0
20.39,18.7,431.5
20.39,18.7,432.5
20.445,18.7,434.5
20.39,18.7,429.0
20.39,18.6666666666667,428.666666666667
20.39,18.7,432.0
20.39,18.7,430.0
20.39,18.7,431.0
20.445,18.6,431.5
20.39,18.7,433.0
20.39,18.7,437.5
20.39,18.7,434.0
20.39,18.7,432.0
20.39,18.65,433.0
20.39,18.7,425.5
20.39,18.7,423.0
20.39,18.6666666666667,430.0
20.39,18.6,434.0
20.356666666666698,18.6,428.666666666667
20.29,18.65,427.0
20.34,18.7,425.5
20.34,18.7,433.5
20.34,18.7,434.5
20.39,18.7,427.0
